SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
19128,2007lw,,354.203771,-0.782230,,,0.289200,0.287635,0.005000,0.28775,0.00511,-26,250,,,,,,,0,0,1
19149,2007ni,WISEA J020550.48-001957.6,31.460009,-0.331865,31.460407,-0.332586,0.211305,0.210233,0.000012,0.21037,0.00101,-34,250,,,,,,,0,1,0
19155,2007mn,2MASX J02050352+0010309,31.266495,0.174558,31.264782,0.175131,0.077603,0.076645,0.000014,0.07692,0.00090,-77,250,,,,,,,0,1,0
19174,2007or,WISEA J014238.34+010149.3,25.659727,1.030393,25.659777,1.030346,0.164700,0.163571,0.000500,0.16375,0.00109,-45,250,,,,,,,0,1,0
19207,2007oa,WISEA J221351.53-005514.0,333.463938,-0.920283,333.464691,-0.920590,0.258700,0.257211,0.000500,0.25731,0.00116,-24,250,,,,,,,0,1,0
19211,2007oh,SDSS J205236.93-002714.8,313.153847,-0.453979,313.153870,-0.454137,0.419900,0.418472,0.000500,0.41852,0.00128,-11,250,,,,,,,0,1,0
19230,2007mo,WISEA J221133.83+004553.0,332.891016,0.764785,332.891022,0.764741,0.221500,0.220053,0.000500,0.22017,0.00113,-29,250,,,,,,,0,1,0
19282,2007mk,,359.072222,-0.505872,,,0.173800,0.172393,0.000500,0.17256,0.00110,-42,250,,,,,,,0,0,0
19341,2007nf,WISEA J010326.61+001953.6,15.860297,0.331394,15.860857,0.331611,0.236763,0.235426,0.000048,0.23557,0.00103,-34,250,,,,,,,0,1,0
19353,2007nj,WISEA J025227.18+001506.3,43.114372,0.251817,43.113262,0.251741,0.154056,0.153251,0.000014,0.15341,0.00096,-41,250,,,,,,,0,1,0
19381,2007nk,WISEA J032056.89+010333.7,50.235523,1.058141,50.237041,1.059352,0.212800,0.212109,0.000500,0.21223,0.00113,-30,250,,,,,,,0,1,0
19543,2007oj,WISEA J235137.94+001645.8,357.908352,0.279826,357.908386,0.279843,0.125200,0.123844,0.005000,0.12405,0.00509,-56,250,,,,,,,0,1,1
19596,2007po,SDSS J033532.28+004214.0,53.884281,0.703362,53.884632,0.703730,0.291000,0.290357,0.000500,0.29045,0.00119,-21,250,,,,,,,0,1,0
19604,2007oi,WISEA J002118.29+010425.4,5.324447,1.074527,5.326244,1.073888,0.298200,0.296682,0.005000,0.29680,0.00512,-28,250,,,,,,,0,1,1
19616,2007ok,WISEA J022823.91+001109.6,37.101109,0.184666,37.099644,0.186003,0.165485,0.164554,0.000008,0.16471,0.00097,-41,250,,,,,,,0,1,0
19626,2007ou,WISEA J022342.64-004935.1,35.927895,-0.825998,35.927750,-0.826464,0.113209,0.112302,0.000015,0.11250,0.00093,-54,250,,,,,,,0,1,0
19632,2007ov,WISEA J024108.80+000839.3,40.286488,0.144448,40.286633,0.144247,0.314750,0.313769,0.000075,0.31387,0.00110,-23,250,,,,,,,0,1,0
19658,2007ot,SDSS J003536.77-001357.2,8.903193,-0.232700,8.903237,-0.232563,0.200000,0.198631,0.000500,0.19878,0.00112,-38,250,,,,,,,0,1,0
19702,2007pp,WISEA J031101.21+002123.0,47.754841,0.356752,47.754864,0.356306,0.262400,0.261625,0.000500,0.26173,0.00116,-25,250,,,,,,,0,1,0
19757,2007oy,SDSS J231755.53+011325.1,349.481023,1.222840,349.481445,1.223619,0.405200,0.403477,0.005000,0.40357,0.00514,-21,250,,,,,,,0,1,1
19775,2007pc,WISEA J211549.50+003904.6,318.956097,0.651289,318.956146,0.651223,0.138092,0.136870,0.000026,0.13700,0.00095,-33,250,,,,,,,0,1,0
19794,2007oz,WISEA J235716.57+001454.3,359.319051,0.249367,359.319092,0.248487,0.297235,0.295679,0.000045,0.29580,0.00108,-27,250,,,,,,,0,1,0
19818,2007pe,SDSS J022103.96+002947.4,35.266689,0.496411,35.266525,0.496519,0.305031,0.303949,0.000012,0.30406,0.00109,-25,250,,,,,,,0,1,0
19899,2007pu,SDSS J224558.32-003855.9,341.492277,-0.648736,341.493011,-0.648883,0.091400,0.090074,0.000500,0.09030,0.00104,-61,250,,,,,,,0,1,0
19913,2007qf,WISEA J221502.86-002029.0,333.762493,-0.341257,333.762238,-0.341713,0.203800,0.202372,0.000500,0.20249,0.00112,-30,250,,,,,,,0,1,0
19940,2007pa,,315.393539,-0.268507,,,0.157100,0.155906,0.000800,0.15601,0.00125,-26,250,,,,,,,0,0,0
19953,2007pf,SDSS J221143.28+003445.5,332.930492,0.579076,332.930328,0.579332,0.123228,0.121898,0.000018,0.12207,0.00094,-46,250,,,,,,,0,1,0
19968,2007ol,WISEA J013723.77-001842.1,24.348734,-0.311997,24.349104,-0.311728,0.055939,0.054902,0.000016,0.05563,0.00088,-208,250,,,,,,,0,1,0
19969,2007pt,WISEA J020738.36-001926.4,31.910473,-0.324000,31.909832,-0.324043,0.175317,0.174285,0.000010,0.17444,0.00098,-40,250,,,,,,,0,1,0
19990,2007ps,WISEA J021913.45-002304.1,34.806366,-0.384841,34.806034,-0.384532,0.249877,0.248835,0.000062,0.24896,0.00104,-29,250,,,,,,,0,1,0
19992,2007pb,WISEA J234824.95-011106.1,357.104161,-1.185004,357.103973,-1.185139,0.227800,0.226321,0.000500,0.22645,0.00114,-32,250,,,,,,,0,1,0
20039,2007qh,WISEA J003931.06+010125.2,9.878607,1.024336,9.879410,1.023691,0.246809,0.245392,0.000057,0.24553,0.00104,-33,250,,,,,,,0,1,0
20040,2007rf,SDSS J215531.06+004854.3,328.879471,0.815071,328.879486,0.815098,0.288049,0.286556,0.000095,0.28665,0.00108,-22,250,,,,,,,0,1,0
20048,2007pq,WISEA J223713.94+004410.6,339.308083,0.736387,339.308105,0.736292,0.185316,0.183879,0.000036,0.18402,0.00099,-36,250,,,,,,,0,1,0
20051,2007pv,WISEA J215945.42+010742.1,329.938124,1.126947,329.939453,1.128355,0.235152,0.233710,0.000010,0.23382,0.00103,-27,250,,,,,,,0,1,0
20064,2007om,WISEA J235420.72-005501.0,358.586197,-0.917617,358.586273,-0.917234,0.104840,0.103515,0.000018,0.10374,0.00092,-62,250,,,,,,,0,1,0
20084,2007pd,SDSS J231154.05-003440.4,347.975293,-0.578091,347.975220,-0.577936,0.139729,0.138336,0.000008,0.13851,0.00095,-47,250,,,,,,,0,1,0
20088,,WISEA J005249.28+003753.4,13.205203,0.631500,13.205334,0.631524,0.244533,0.243155,0.000033,0.24329,0.00104,-33,250,,,,,,,0,1,0
20106,2007pr,WISEA J230612.96+001944.2,346.554290,0.328961,346.554138,0.328923,0.333000,0.331368,0.000500,0.33147,0.00122,-23,250,,,,,,,0,1,0
20111,2007pw,WISEA J233734.61+001450.8,354.394368,0.248099,354.394073,0.247434,0.244187,0.242674,0.000061,0.24280,0.00104,-32,250,,,,,,,0,1,0
20142,2007qg,SDSS J013201.91-002546.5,23.008219,-0.429732,23.007973,-0.429596,0.313900,0.312587,0.000500,0.31270,0.00120,-26,250,,,,,,,0,1,0
20144,2007ql,SDSS J212943.70+002640.8,322.431904,0.444623,322.432129,0.444691,0.221500,0.220148,0.000500,0.22025,0.00113,-24,250,,,,,,,0,1,0
20184,2007qn,SDSS J235909.23+010930.9,359.788520,1.158329,359.788452,1.158604,0.324000,0.322411,0.000500,0.32253,0.00121,-26,250,,,,,,,0,1,0
20186,2007pj,WISEA J234910.67+004750.0,357.294560,0.797875,357.294458,0.797472,0.351200,0.349566,0.000500,0.34967,0.00123,-24,250,,,,,,,0,1,0
20208,2007qd,WISEA J020932.72-005959.7,32.389847,-1.000619,32.386368,-0.999937,0.043357,0.042450,0.000049,0.04328,0.00087,-238,250,,,,,,,0,1,0
20227,2007qi,SDSS J231628.81-000556.0,349.119993,-0.098497,349.120056,-0.098924,0.277301,0.275739,0.000063,0.27585,0.00107,-27,250,,,,,,,0,1,0
20245,2007pi,WISEA J224649.25+004520.8,341.705549,0.756290,341.705200,0.755814,0.288806,0.287236,0.000030,0.28734,0.00107,-25,250,,,,,,,0,1,0
20345,2007qp,,10.701769,0.379731,,,0.262200,0.260776,0.000500,0.26091,0.00116,-31,250,,,,,,,0,0,0
20350,2007ph,WISEA J205113.63-005728.0,312.805813,-0.955823,312.806793,-0.957772,0.129390,0.128261,0.000030,0.12836,0.00094,-27,250,,,,,,,0,1,0
20364,2007qo,WISEA J014301.58-005642.6,25.756645,-0.945469,25.756584,-0.945189,0.218458,0.217285,0.000018,0.21742,0.00102,-34,250,,,,,,,0,1,0
20376,2007re,WISEA J211734.93-003126.3,319.395493,-0.523949,319.395508,-0.523962,0.209610,0.208310,0.000805,0.20840,0.00129,-22,250,,,,,,,0,1,0
20430,2007qj,[BBB2007c] J204940.0+002807,312.416813,0.468630,312.416855,0.468543,0.167100,0.165934,0.000500,0.16603,0.00109,-24,250,,,,,,,0,1,0
20432,2007qk,WISEA J210314.31+002730.6,315.808842,0.457351,315.809631,0.458526,0.305200,0.303844,0.005000,0.30391,0.00512,-16,250,,,,,,,0,1,1
20470,2007pz,WISEA J033025.17+010033.6,52.604916,1.009437,52.604877,1.009308,0.131400,0.130807,0.000500,0.13097,0.00107,-42,250,,,,,,,0,1,0
20528,2007qr,WISEA J025229.06-010822.4,43.121780,-1.139527,43.121319,-1.139442,0.135691,0.134903,0.000025,0.13507,0.00095,-43,250,,,,,,,0,1,0
20533,2007qt,WISEA J032925.41-003847.9,52.355854,-0.646319,52.355907,-0.646733,0.304200,0.303516,0.000500,0.30360,0.00120,-20,250,,,,,,,0,1,0
20575,2007rh,WISEA J214103.77+000832.7,325.265694,0.142561,325.265717,0.142450,0.198704,0.197349,0.000025,0.19746,0.00100,-27,250,,,,,,,0,1,0
20581,2007qm,WISEA J223048.91+000040.9,337.703016,0.010740,337.703766,0.011664,0.204807,0.203356,0.000012,0.20348,0.00100,-32,250,,,,,,,0,1,0
20625,2007px,WISEA J002243.95-002845.4,5.683364,-0.479010,5.683162,-0.479388,0.108128,0.106839,0.000016,0.10707,0.00092,-62,250,,,,,,,0,1,0
20687,2007ri,WISEA J010652.30+010913.9,16.718126,1.154068,16.717875,1.153883,0.191536,0.190256,0.000022,0.19042,0.00099,-41,250,,,,,,,0,1,0
20764,2007ro,WISEA J014428.99+001347.3,26.120781,0.229765,26.120825,0.229792,0.165901,0.164781,0.000021,0.16495,0.00097,-44,250,,,,,,,0,1,0
20768,2007qq,WISEA J024230.37-005816.5,40.625893,-0.971156,40.626648,-0.971264,0.238260,0.237347,0.000102,0.23746,0.00104,-28,250,,,,,,,0,1,0
20821,2007rk,WISEA J034217.36+010344.0,55.572632,1.063139,55.572403,1.062267,0.195900,0.195343,0.000500,0.19546,0.00112,-29,250,,,,,,,0,1,0
20829,2007qu,WISEA J223232.66+005133.3,338.136724,0.859089,338.136078,0.859392,0.304931,0.303354,0.000046,0.30346,0.00109,-24,250,,,,,,,0,1,0
20834,2007rr,WISEA J010147.73-004136.8,15.449152,-0.693625,15.448917,-0.693600,0.190895,0.189606,0.000034,0.18976,0.00099,-39,250,,,,,,,0,1,0
20862,2007rn,WISEA J235801.37-004415.9,359.505851,-0.737551,359.505768,-0.737661,0.266065,0.264550,0.000071,0.26467,0.00106,-29,250,,,,,,,0,1,0
20889,2007py,WISEA J032931.50+003100.4,52.381676,0.515575,52.381271,0.516815,0.209390,0.208753,0.000077,0.20887,0.00101,-28,250,,,,,,,0,1,0
20934,2007rm,,35.437874,0.864464,,,0.304200,0.303121,0.005000,0.30323,0.00512,-25,250,,,,,,,0,0,1
20978,2007rl,,35.387791,-0.374931,35.387829,-0.374944,0.324800,0.323707,0.000500,0.32381,0.00121,-23,250,,,,,,,0,1,0
21006,2007qs,,47.941761,0.091911,,,0.293200,0.292411,0.005000,0.29251,0.00512,-22,250,,,,,,,0,0,1
21033,2007qy,,28.813671,0.643100,28.813657,0.643039,0.231200,0.230061,0.005000,0.23020,0.00510,-33,250,,,,,,,0,1,1
21034,2007qa,WISEA J015234.17+011438.7,28.141375,1.244067,28.142353,1.244128,0.108547,0.107509,0.000008,0.10774,0.00092,-63,250,,,,,,,0,1,0
21042,2007qz,SDSS J210002.78+004937.5,315.011570,0.827591,315.011688,0.827151,0.310900,0.309549,0.000500,0.30962,0.00120,-16,250,,,,,,,0,1,0
21062,2007rp,SDSS J221343.61+002346.6,333.431585,0.396301,333.431732,0.396294,0.138642,0.137291,0.000016,0.13745,0.00095,-42,250,,,,,,,0,1,0
21422,2007rq,SDSS J005332.09+005401.7,13.383793,0.900274,13.383708,0.900472,0.269200,0.267796,0.005000,0.26793,0.00511,-31,250,,,,,,,0,1,1
21455,2007sc,WISEA J021511.77+003210.5,33.799458,0.535905,33.799030,0.536230,0.268693,0.267612,0.000035,0.26773,0.00106,-28,250,,,,,,,0,1,0
21502,2007ra,WISEA J233424.11-005324.7,353.599797,-0.890334,353.600403,-0.890217,0.089163,0.087840,0.000023,0.08809,0.00091,-68,250,,,,,,,0,1,0
21510,2007sh,WISEA J002924.57+004952.2,7.352812,0.831497,7.352368,0.831125,0.149566,0.148238,0.000029,0.14843,0.00096,-50,250,,,,,,,0,1,0
21669,2007rs,2MASX J00462722-0103394,11.614160,-1.062266,11.613508,-1.060929,0.124071,0.122816,0.000027,0.12302,0.00094,-55,250,,,,,,,0,1,0
21810,2007se,SDSS J221237.13+004749.3,333.154594,0.796721,333.154708,0.797056,0.178100,0.176703,0.000500,0.17684,0.00110,-35,250,,,,,,,0,1,0
21814,2007sf,WISEA J224859.10+011221.9,342.246292,1.206085,342.246307,1.206031,0.101906,0.100561,0.000019,0.10078,0.00092,-61,250,,,,,,,0,1,0
21839,2007sl,WISEA J211342.77-005015.6,318.428432,-0.837790,318.428406,-0.837887,0.092720,0.091557,0.000067,0.09171,0.00091,-41,250,,,,,,,0,1,0
21861,2007sg,SDSS J231926.04-005407.8,349.858694,-0.901638,349.858551,-0.902173,0.187342,0.185893,0.000029,0.18604,0.00099,-37,250,,,,,,,0,1,0
22075,2007si,WISEA J015951.28+011259.7,29.963102,1.216465,29.963705,1.216593,0.130028,0.128999,0.000018,0.12920,0.00094,-54,250,,,,,,,0,1,0
22182,2007sm,,320.710709,0.421637,,,0.074200,0.073029,0.005000,0.07322,0.00508,-55,250,,,,,,,0,0,1
22284,2007sn,WISEA J221404.37-001248.4,333.518412,-0.213183,333.518250,-0.213488,0.137500,0.136152,0.000600,0.13631,0.00112,-41,250,,,,,,,0,1,0
2016afk,2016afk,2MASXi J1022298+150547,155.624551,15.096610,155.624638,15.096281,0.045605,0.046773,0.000007,0.04738,0.00087,-172,250,,,,,,,0,1,0
2016W,2016W,NGC 0946,37.665487,42.235968,37.660433,42.232266,0.019253,0.018554,0.000067,0.01995,0.00085,-411,250,,,,,,,0,1,0
ASASSN-15bc,,LEDA 170061,61.560987,-8.885610,61.561620,-8.886440,0.036715,0.036388,0.000097,0.03753,0.00087,-330,250,,,,,,,0,1,0
ASASSN-15bm,,GALEXASC J150551.56-053737.2 ,226.464712,-5.627101,226.465106,-5.626235,0.020432,0.021094,0.000103,0.02024,0.00086,249,250,,,,,,,0,1,0
ASASSN-15fa,,NGC 6319,257.441766,62.974304,257.433646,62.973035,0.027345,0.027212,0.000007,0.02741,0.00086,-58,250,,,,,,,0,1,0
ASASSN-15fs,,CGCG 229-010,284.669923,43.468874,284.669375,43.468356,0.029020,0.028501,0.000047,0.02917,0.00086,-196,250,,,,,,,0,1,0
ASASSN-15ga,,NGC 4866 ,194.863720,14.171050,194.863083,14.171050,0.006605,0.007633,0.000009,0.00774,0.00084,-30,250,,,,,,,0,1,0
ASASSN-15go,,2MASX J06113048-1629085 ,92.876886,-16.484113,92.877078,-16.485643,0.018923,0.019277,0.000150,0.01891,0.00086,107,250,,,,,,,0,1,0
ASASSN-15hg,,CGCG 063-098,148.452399,9.193900,148.455130,9.193790,0.029917,0.031068,0.000010,0.03143,0.00086,-105,250,,,,,,,0,1,0
ASASSN-15hy,,,302.509747,-0.739223,302.512889,-0.741668,0.017930,0.017056,0.000220,0.01723,0.00088,-51,250,,,,,,,0,1,0
ASASSN-15il,,2MASX J15570808-1240252,239.284059,-12.673311,239.283804,-12.673672,0.023316,0.023738,0.000150,0.02295,0.00087,232,250,,,,,,,0,1,0
ASASSN-15jl,,SDSS J152241.16+505836.0,230.671101,50.976641,230.671510,50.976680,0.034682,0.034926,0.000010,0.03512,0.00086,-56,250,,,,,,,0,1,0
ASASSN-15jt,,2MASX J13080914+2749354,197.037812,27.826398,197.037940,27.826610,0.023063,0.023959,0.000010,0.02390,0.00085,17,250,,,,,,,0,1,0
ASASSN-15kx,,MCG +06-49-001,334.049127,37.473806,334.049529,37.474586,0.018019,0.016966,0.000083,0.01720,0.00085,-70,250,,,,,,,0,1,0
ASASSN-15la,,NGC 5517,213.213380,35.711184,213.213490,35.710890,0.027821,0.028449,0.000008,0.02902,0.00086,-167,250,,,,,,,0,1,0
ASASSN-15lg,,CGCG 044-042,198.886721,3.500652,198.886308,3.500772,0.020151,0.021210,0.000009,0.02044,0.00085,225,250,,,,,,,0,1,0
ASASSN-15lu,,SDSS J132112.88+401556.7,200.303700,40.265739,200.303657,40.265765,0.035054,0.035770,0.000009,0.03635,0.00086,-168,250,,,,,,,0,1,0
ASASSN-15mf,,UGC 09108 NED02,213.594775,2.975520,213.595840,2.975440,0.026039,0.026906,0.000008,0.02695,0.00086,-14,250,,,,,,,0,1,0
ASASSN-15mg,,2MASX J15322270+4150586,233.094056,41.850380,233.094236,41.849941,0.042778,0.043071,0.000012,0.04408,0.00087,-290,250,,,,,,,0,1,0
ASASSN-15mi,,MRK 0283a ,210.815441,41.604141,210.816174,41.603769,0.034422,0.035012,0.000005,0.03585,0.00086,-242,250,,,,,,,0,1,0
ASASSN-15np,,2MASX J15060265+0733415,226.510788,7.561464,226.511053,7.561634,0.037683,0.038317,0.000045,0.03884,0.00087,-150,250,,,,,,,0,1,0
ASASSN-15nq,,2MFGC 13779,259.330106,33.462101,259.328400,33.463142,0.030360,0.030247,0.000012,0.03023,0.00086,4,250,,,,,,,0,1,0
ASASSN-15nr,,CGCG 082-031,261.674314,13.909779,261.672978,13.909741,0.023206,0.023087,0.000183,0.02344,0.00087,-102,250,,,,,,,0,1,0
ASASSN-15od,,MCG -01-07-004,35.804948,-4.517184,35.805180,-4.516944,0.017603,0.016784,0.000013,0.01698,0.00085,-57,250,,,,,,,0,1,0
ASASSN-15oh,,MCG +06-49-027,337.674978,39.293175,337.671253,39.291867,0.016835,0.015790,0.000107,0.01587,0.00085,-25,250,,,,,,,0,1,0
ASASSN-15pm,,2MASX J01383676-0440581,24.650403,-4.679800,24.652981,-4.682696,0.048784,0.047773,0.000150,0.04837,0.00089,-170,250,,,,,,,0,1,0
ASASSN-15pn,,SDSS J040326.23-052930.6,60.859760,-5.492007,60.859320,-5.491806,0.038358,0.038003,0.000005,0.03909,0.00087,-314,250,,,,,,,0,1,0
ASASSN-15pr,,2MASX J23063962-1234238,346.664539,-12.572771,346.665058,-12.573119,0.033093,0.031893,0.000150,0.03264,0.00087,-218,250,,,,,,,0,1,0
ASASSN-15py,,SDSS J080519.59+225751.1,121.331083,22.963590,121.331646,22.964192,0.044735,0.045485,0.000011,0.04573,0.00087,-71,250,,,,,,,0,1,0
ASASSN-15sb,,2MFGC 04848 ,90.200406,-15.399218,90.200396,-15.399239,0.022712,0.023012,0.000150,0.02281,0.00087,59,250,,,,,,,0,1,0
ASASSN-15sf,,GALEXASC J001127.51-062549.8,2.865042,-6.427326,2.864330,-6.430410,0.024680,0.023494,0.001000,0.02432,0.00132,-242,250,,,,,,,0,1,0
ASASSN-15so,,NGC 3583,168.546361,48.318662,168.545385,48.318615,0.007022,0.007730,0.000011,0.00857,0.00084,-249,250,,,,,,,0,1,0
ASASSN-15ss,,MCG -02-16-004 ,93.139106,-14.257483,93.145013,-14.257758,0.035558,0.035921,0.000117,0.03599,0.00087,-20,250,,,,,,,0,1,0
ASASSN-15tg,2016dsn,GALEXASC J002041.66+251341.1,5.170989,25.229048,5.173367,25.227957,0.035615,0.034454,0.000057,0.03529,0.00087,-241,250,,,,,,,0,1,0
ASASSN-15ti,,2MASX J03051061+3754003 ,46.285773,37.899986,46.294210,37.900000,0.017320,0.016713,0.000055,0.01692,0.00085,-61,250,,,,,,,0,1,0
ASASSN-15tz,,UGC 02164 ,40.286966,43.680164,40.288913,43.682697,0.022862,0.022204,0.000030,0.02365,0.00085,-424,250,,,,,,,0,1,0
ASASSN-15uu,,MCG +03-05-013 ,25.985855,17.062595,25.985723,17.062056,0.026779,0.025789,0.000007,0.02632,0.00086,-154,250,,,,,,,0,1,0
ASASSN-15uv,,2MASX J08270817+2748382,126.783753,27.811645,126.784087,27.810466,0.020279,0.021042,0.000017,0.02153,0.00085,-143,250,,,,,,,0,1,0
ASASSN-15uw,,2MASX J02353437-0603496 ,38.892963,-6.062942,38.893150,-6.063895,0.030811,0.030039,0.000150,0.03076,0.00087,-209,250,,,,,,,0,1,0
ASASSN-16ad,2016F,KUG 0136+335,24.883568,33.826773,24.879896,33.824406,0.016131,0.015222,0.000012,0.01529,0.00085,-21,250,,,,,,,0,1,0
ASASSN-16aj,2016K,NGC 1562,65.450896,-15.755359,65.448417,-15.755506,0.030745,0.030527,0.000083,0.02953,0.00086,290,250,,,,,,,0,1,0
ASASSN-16av,2016ac,NGC 3926 NED02,177.867728,22.026075,177.867624,22.025975,0.025668,0.026757,0.000067,0.02773,0.00086,-284,250,,,,,,,0,1,0
ASASSN-16ay,2016ys,UGC 03738,108.059415,7.239544,108.063032,7.241038,0.028343,0.028953,0.000013,0.02938,0.00086,-125,250,,,,,,,0,1,0
ASASSN-16bc,2016zd,2MASX J12052488-2123572,181.357495,-21.400446,181.353742,-21.399209,0.031939,0.033140,0.000150,0.03298,0.00087,45,250,,,,,,,0,1,0
ASASSN-16bq,2016aew,IC 0986,212.860434,1.285972,212.859299,1.286520,0.024935,0.025818,0.000010,0.02534,0.00086,141,250,,,,,,,0,1,0
ASASSN-16br,2016aex,2MASX J15453055-1309057 ,236.376231,-13.152811,236.377108,-13.151566,0.028520,0.029004,0.000150,0.02956,0.00087,-162,250,,,,,,,0,1,0
ASASSN-16ch,2016aqz,CGCG 101-008 ,197.991760,14.566408,197.990845,14.566445,0.026683,0.027696,0.000008,0.02889,0.00086,-349,250,,,,,,,0,1,0
ASASSN-16ci,2016arc,NGC 1272,49.838781,41.490499,49.838750,41.490592,0.012725,0.012189,0.000028,0.01118,0.00084,299,250,,,,,,,0,1,0
ASASSN-16cs,2016asf,KUG 0647+311,102.653049,31.112392,102.653578,31.116816,0.018019,0.018389,0.000015,0.01905,0.00085,-195,250,,,,,,,0,1,0
ASASSN-16ct,2016aud,SDSS J151354.30+044525.7 ,228.476312,4.757256,228.476238,4.757202,0.041910,0.042521,0.000036,0.04306,0.00087,-156,250,,,,,,,0,1,0
ASASSN-16cy,2016ayf,CGCG 295-010,206.251884,61.280229,206.252167,61.280122,0.034799,0.035140,0.000008,0.03587,0.00086,-211,250,,,,,,,0,1,0
ASASSN-16db,2016baq,UGC 06198,167.357227,29.573201,167.357504,29.569240,0.034864,0.035890,0.000007,0.03730,0.00087,-409,250,,,,,,,0,1,0
ASASSN-16dn,2016blc,GALEXASC J104848.62-201544.1,162.205557,-20.263937,162.203100,-20.263190,0.012850,0.014061,0.000100,0.01411,0.00085,-13,250,,,,,,,0,1,0
ASASSN-16dw,2016blj,2MASX J13300119-2758297,202.503228,-27.973939,202.505000,-27.974920,0.034657,0.035650,0.000150,0.03437,0.00088,372,250,,,,,,,0,1,0
ASASSN-16ej,2016bmc,UGC 11409,287.655906,37.655136,287.656073,37.655373,0.028016,0.027426,0.000077,0.02806,0.00086,-185,250,,,,,,,0,1,0
ASASSN-16em,2016bmh,GALEXASC J133213.24+844042.7,203.056492,84.678322,203.055167,84.678528,0.023020,0.022962,0.000090,0.02390,0.00086,-275,250,,,,,,,0,1,0
ASASSN-16et,2016cby,2MASX J10200192+5627397,155.006989,56.461056,155.007672,56.461235,0.024905,0.025453,0.000007,0.02577,0.00086,-92,250,,,,,,,0,1,0
ASASSN-16ex,2016ccj,SDSS J171023.63+262350.3,257.599734,26.396865,257.598438,26.397322,0.041376,0.041311,0.000014,0.04211,0.00087,-229,250,,,,,,,0,1,0
ASASSN-16fo,2016cob,2MASX J13323577-0516218 ,203.149166,-5.272513,203.149080,-5.272670,0.028900,0.029938,0.000213,0.03036,0.00089,-122,250,,,,,,,0,1,0
ASASSN-16fs,2016cpy,UGC 09523,221.776669,11.594920,221.776339,11.593805,0.029205,0.029901,0.000010,0.02944,0.00086,135,250,,,,,,,0,1,0
ASASSN-16hc,2016czc,2MASX J13590394+3308172,209.768368,33.139016,209.766450,33.138230,0.050934,0.051650,0.000011,0.05151,0.00088,41,250,,,,,,,0,1,0
ASASSN-16hr,2016eja,2MASX J22253147+3859010,336.382370,38.984358,336.381636,38.983850,0.030858,0.029800,0.000008,0.03083,0.00086,-300,250,,,,,,,0,1,0
ASASSN-16hz,2016eqb,2MASX J23154564-0120135,348.939505,-1.339612,348.940188,-1.337094,0.025308,0.024058,0.000150,0.02466,0.00087,-176,250,,,,,,,0,1,0
ASASSN-16ip,2016euj,ESO 479- G 007,36.840692,-23.928681,36.840871,-23.928760,0.017008,0.016324,0.000100,0.01678,0.00085,-135,250,,,,,,,0,1,0
ASASSN-16jf,2016fff,UGCA 430,339.246660,-25.231966,339.262513,-25.236411,0.011441,0.010398,0.000013,0.01096,0.00084,-167,250,,,,,,,0,1,0
ASASSN-16la,2016gsn,2MASXi J0229172+180515,37.322621,18.087941,37.321667,18.087806,0.015054,0.014240,0.000039,0.01424,0.00085,-1,250,,,,,,,0,1,0
ASASSN-16lg,2016gye,ARK 530,267.051113,17.625558,267.051157,17.625255,0.021171,0.020933,0.000113,0.02116,0.00086,-67,250,,,,,,,0,1,0
ASASSN-16oz,2016iyv,GALEXASC J090013.19-133803.5,135.055632,-13.633959,135.054958,-13.634306,0.031000,0.032069,0.002000,0.03192,0.00218,43,250,,,,,,,0,1,1
ASASSN-17aj,2017hm,MCG -02-30-003,173.293750,-10.221770,173.294083,-10.228816,0.021275,0.022528,0.000107,0.02255,0.00086,-7,250,,,,,,,0,1,0
ASASSN-17at,2017ln,2MASX J11383367+2523532,174.640347,25.397128,174.640408,25.398094,0.025370,0.026431,0.000009,0.02713,0.00086,-204,250,,,,,,,0,1,0
ASASSN-17bd,2017nk,2MASX J15591858+1336487,239.826668,13.614142,239.827456,13.613634,0.034450,0.034794,0.000010,0.03387,0.00086,268,250,,,,,,,0,1,0
ASASSN-17bs,2017yh,IC 1269,268.025540,21.566021,268.024537,21.569135,0.020397,0.020135,0.000020,0.02056,0.00085,-125,250,,,,,,,0,1,0
ASASSN-17co,2017awk,UGC 11128,272.336460,18.298350,272.335765,18.297777,0.018259,0.017914,0.000150,0.01826,0.00086,-103,250,,,,,,,0,1,0
ASASSN-17eb,2017cju,2MASX J15383353+1320423,234.641762,13.347780,234.639590,13.345192,0.049239,0.049695,0.000012,0.05044,0.00088,-214,250,,,,,,,0,1,0
ASASSN-17fd,2017dfb,ARK 481,234.771113,5.571482,234.771540,5.571270,0.025935,0.026409,0.000009,0.02552,0.00086,260,250,,,,,,,0,1,0
AT2016aj,2016ajl,2MASX J04422451-2143312,70.602539,-21.724373,70.602210,-21.725390,0.067406,0.067313,0.000046,0.06725,0.00089,17,250,,,,,,,0,1,0
